,hours_per_week_schedule,bio_count,rate,number_subjects,welcoming_kw,desc_count,num_popular_subjects,experience_kw,postgrad_degree
693,91,158,95,17,0,11,6,1,1
694,28,135,40,13,0,5,10,1,1
695,66,326,45,36,1,10,13,0,1
696,34,262,50,11,0,10,0,0,1
697,78,176,45,10,0,9,10,0,1
698,41,359,50,30,0,11,19,0,1
699,43,120,25,18,0,8,3,1,1
700,84,208,50,19,1,3,4,0,0
701,126,335,100,25,1,11,16,0,1
702,100,195,45,13,1,8,6,0,0
703,28,153,30,5,1,8,4,0,0
704,83,289,70,15,0,12,3,0,1
705,69,360,40,24,1,8,2,1,0
706,11,232,40,6,0,7,0,0,1
707,35,63,55,5,1,6,0,1,1
708,41,354,30,13,1,7,9,0,1
709,27,170,30,31,0,9,6,0,0
710,84,200,40,8,0,7,5,0,0
711,36,230,40,13,1,3,8,0,1
712,68,191,35,10,1,6,0,0,1
713,83,245,60,56,0,6,26,0,1
714,36,337,41,24,0,9,11,1,0
715,63,346,36,19,0,5,3,1,1
716,59,269,35,37,0,9,8,0,0
717,46,303,30,6,1,7,3,0,1
718,115,432,24,9,1,9,3,0,1
719,92,151,40,21,1,5,9,1,1
720,64,301,40,16,0,11,9,0,0
721,46,356,40,6,1,9,4,0,0
722,59,147,70,21,0,3,11,0,1
723,19,326,60,6,1,7,0,1,0
724,72,314,55,6,0,4,4,0,0
725,75,342,35,8,0,5,0,0,1
726,70,349,30,9,0,11,5,0,1
727,120,177,60,28,0,4,17,0,1
728,50,245,50,16,1,8,5,1,1
729,119,138,105,9,0,8,8,0,1
730,98,315,45,35,0,11,0,0,1
731,96,111,75,39,0,5,15,0,0
732,22,358,40,10,0,3,6,0,0
733,65,137,50,8,0,2,5,0,0
734,35,192,70,15,0,8,11,0,0
735,79,282,35,11,0,4,11,0,1
736,38,96,45,42,1,10,23,0,1
737,40,252,40,10,0,8,2,0,0
738,51,199,45,9,1,6,3,0,0
739,48,208,85,7,0,6,3,0,0
740,128,337,100,22,0,6,11,0,0
741,87,195,65,20,0,8,8,0,1
742,69,331,16,7,1,8,7,0,0
743,3,364,40,4,0,9,2,0,0
744,40,223,50,12,1,10,10,0,1
745,84,83,40,20,0,3,8,0,1
746,50,355,170,9,0,5,0,0,0
747,30,122,50,18,1,9,0,1,0
748,57,188,50,26,0,3,2,0,1
749,91,337,40,24,0,12,4,1,1
750,62,157,80,24,0,6,12,0,0
751,91,109,80,12,0,7,6,0,1
752,70,306,80,34,0,9,28,1,0
753,31,51,25,4,0,7,4,0,0
754,168,122,25,23,1,9,19,1,0
755,58,243,35,9,0,10,1,0,1
756,64,208,25,21,1,5,10,0,0
757,40,317,50,30,0,8,20,0,1
758,35,126,35,8,1,9,0,1,1
759,70,107,60,12,0,2,0,0,1
760,25,203,40,18,1,8,10,0,1
761,29,118,50,14,0,8,5,0,1
762,56,291,40,13,1,5,4,0,1
763,21,289,40,10,1,8,6,0,0
764,78,151,50,29,0,10,4,0,0
765,84,344,90,16,1,4,1,1,1
766,78,321,75,6,1,9,2,0,0
767,54,75,50,9,0,11,1,0,1
768,77,234,35,18,1,5,14,0,1
769,168,189,50,19,0,12,5,0,1
770,22,228,50,15,1,5,0,0,1
771,105,340,45,15,0,7,14,0,0
772,126,190,45,9,1,4,4,1,0
773,20,198,60,11,0,6,2,0,0
774,35,296,50,8,0,9,7,1,1
775,14,320,49,16,0,10,6,0,1
776,126,201,70,14,0,7,1,0,0
777,69,281,70,41,1,13,6,0,1
778,56,333,120,24,0,10,15,1,0
779,79,191,48,13,0,7,0,0,1
780,56,238,50,17,1,9,14,0,1
781,38,228,65,17,0,8,14,0,0
782,57,131,70,20,0,10,17,0,1
783,168,348,40,49,0,5,16,0,1
784,78,98,45,12,1,6,9,0,0
785,70,241,33,5,1,12,0,0,1
786,65,186,35,19,0,5,2,0,0
787,84,171,75,12,0,8,5,0,0
788,36,214,45,9,0,4,4,0,1
789,105,188,49,12,0,11,7,1,0
790,86,147,40,12,0,9,5,0,0
791,19,197,90,15,0,8,9,1,1
792,30,190,50,13,0,8,7,0,1
793,59,266,32,7,1,6,6,0,0
794,21,272,45,32,0,2,8,0,1
795,77,243,50,12,1,5,5,1,1
796,71,263,144,53,0,11,0,0,1
797,35,264,50,21,0,10,4,0,1
798,53,231,60,27,0,7,16,0,1
799,55,205,50,14,1,8,0,0,1
800,102,335,99,23,0,5,5,0,1
801,99,166,45,12,0,5,8,1,1
802,81,143,100,12,0,11,10,0,1
803,45,208,40,8,1,7,6,1,0
804,53,128,50,10,0,3,1,0,0
805,47,122,35,10,0,7,5,0,0
806,82,150,45,12,1,5,11,1,1
807,105,113,25,12,0,3,1,0,1
808,70,86,50,9,0,10,2,0,1
809,62,254,80,12,0,9,2,0,1
810,70,298,45,15,0,6,4,0,0
811,60,312,40,20,1,10,0,0,1
812,98,235,45,17,0,9,9,0,0
813,101,347,35,20,1,3,7,1,1
814,49,220,60,18,1,12,12,0,1
815,70,274,30,19,0,9,16,0,0
816,24,54,32,23,0,4,7,1,0
817,62,197,30,19,0,6,11,0,0
818,82,155,40,19,0,12,5,0,0
819,12,251,90,9,0,6,2,0,1
820,25,348,35,5,1,6,3,0,0
821,8,146,60,16,0,11,16,0,0
822,64,321,50,14,1,7,1,0,0
823,44,336,40,10,0,5,5,0,0
824,5,95,65,15,1,4,6,0,1
825,53,315,50,22,0,5,18,1,1
826,87,255,35,22,1,3,12,0,0
827,98,315,25,24,1,10,19,0,0
828,119,155,60,8,0,14,4,0,1
829,70,74,40,9,0,10,4,0,1
830,66,310,40,21,0,7,6,0,1
831,29,308,40,7,1,8,4,0,0
832,40,332,60,26,1,7,17,0,1
833,42,185,120,17,0,11,0,0,1
834,14,251,24,16,1,3,14,0,0
835,27,272,60,25,1,7,16,0,0
836,20,362,80,10,0,10,2,0,0
837,31,117,40,5,0,5,5,0,0
838,37,218,33,7,1,7,0,0,0
839,23,318,60,16,0,5,11,0,1
840,114,352,75,12,0,12,10,1,0
841,59,361,100,4,0,5,3,1,1
842,46,264,50,4,0,10,0,0,0
843,2,272,40,15,0,9,7,0,0
844,32,156,30,4,1,8,4,0,0
845,56,351,50,15,1,9,10,0,0
846,76,128,45,8,0,4,5,0,1
847,18,346,40,11,1,8,2,0,0
848,84,117,35,8,1,9,4,0,1
849,42,151,40,17,1,5,12,0,0
850,48,185,35,14,1,4,8,0,1
851,61,267,70,13,1,5,11,0,1
852,107,125,30,8,1,4,2,0,1
853,22,132,45,20,0,10,18,0,1
854,30,341,145,17,0,9,0,0,1
855,112,243,70,20,0,9,1,0,1
856,112,322,50,21,0,11,8,0,0
857,98,305,35,7,1,7,0,0,1
858,84,252,60,11,0,8,4,1,1
859,57,358,60,41,0,6,24,1,0
860,29,308,40,7,1,8,4,0,0
861,112,377,50,8,0,11,5,0,0
862,154,266,30,5,0,6,3,0,1
863,20,308,120,13,0,5,7,0,1
864,84,340,75,42,0,10,1,0,0
865,49,331,60,9,0,9,2,0,1
866,59,116,40,18,0,8,16,0,1
867,39,338,75,10,0,7,7,0,0
868,86,156,70,26,0,6,8,1,0
869,55,303,90,12,1,6,10,0,1
870,42,175,80,10,1,7,10,0,1
871,42,299,40,26,1,8,16,0,1
872,21,128,40,14,0,10,4,1,1
873,79,134,25,12,0,6,10,0,0
874,126,117,55,9,0,9,0,0,1
875,52,71,56,20,0,5,5,1,1
876,15,223,60,5,1,2,0,0,0
877,19,254,35,6,1,8,3,0,1
878,40,223,50,12,1,10,10,0,1
879,77,145,50,9,0,11,1,0,1
880,70,149,50,22,0,9,3,0,1
881,44,203,21,20,0,5,13,1,0
882,70,54,40,8,1,4,7,0,1
883,45,173,70,23,0,9,14,0,0
884,50,340,40,18,0,6,8,1,1
885,91,311,30,25,1,10,8,0,0
886,43,133,50,10,0,5,6,0,1
887,45,156,65,7,0,8,0,1,1
888,49,216,50,26,0,8,7,0,1
889,40,351,25,13,0,9,5,0,0
890,63,228,68,20,0,5,7,1,0
891,40,283,45,22,0,9,8,0,1
892,31,352,40,30,0,6,5,1,1
893,50,124,50,8,0,5,0,0,1
894,5,262,65,8,0,3,1,0,1
895,119,279,50,13,0,5,11,1,1
896,60,155,70,8,0,4,6,1,1
897,47,338,50,16,0,8,9,0,1
898,63,318,15,6,0,8,3,1,0
899,77,350,100,15,1,5,8,1,0
900,55,181,35,13,0,6,2,0,1
901,56,110,45,13,0,8,3,0,1
902,24,266,60,7,1,4,3,0,0
903,98,254,40,11,0,11,5,0,1
904,23,129,40,3,1,8,0,1,0
905,45,98,30,8,1,11,0,0,0
906,23,318,60,16,0,5,11,0,1
907,39,309,32,15,0,8,2,0,1
908,98,160,100,13,0,9,0,0,0
909,50,155,35,6,1,4,5,0,1
910,62,184,50,9,1,10,8,0,1
911,35,70,35,14,0,9,2,1,1
912,20,336,297,21,0,10,4,0,1
913,105,131,30,18,0,8,13,0,0
914,83,339,70,14,0,9,8,0,1
915,107,177,60,15,0,7,1,0,1
916,47,240,40,9,0,5,3,0,1
917,140,74,50,42,0,5,28,0,0
918,8,247,45,26,0,7,22,0,0
919,72,213,35,13,0,7,10,0,0
920,60,79,35,8,0,8,7,0,0
921,40,381,40,23,0,7,18,1,1
922,45,221,65,15,0,5,7,1,1
923,66,240,35,7,0,2,7,1,1
924,112,207,70,15,0,10,9,0,1
925,33,253,40,9,1,6,7,0,0
926,112,344,75,18,0,7,18,0,0
927,64,285,50,5,1,12,0,0,0
928,28,360,45,15,0,8,0,0,0
929,7,295,40,19,0,7,8,0,1
930,49,359,25,23,0,5,5,0,1
931,56,207,40,22,1,5,18,0,0
932,31,212,35,25,1,7,22,0,0
933,34,118,40,24,0,5,8,0,1
934,33,210,54,14,1,9,6,0,1
935,31,207,60,6,0,11,6,0,0
936,31,330,39,61,1,9,14,1,1
937,38,136,100,12,1,6,5,0,0
938,77,171,15,18,1,9,15,0,0
939,98,192,60,12,1,9,5,1,1
940,13,95,50,17,0,8,7,1,0
941,42,299,40,36,0,6,13,0,0
942,91,48,80,13,0,4,4,0,1
943,40,329,60,41,1,7,17,0,0
944,50,207,40,17,0,9,15,1,1
945,28,168,30,12,1,10,6,1,0
946,96,147,90,12,0,8,2,1,0
947,44,370,50,8,0,7,3,1,1
948,36,214,45,9,0,4,4,0,1
949,22,246,45,7,1,6,7,0,0
950,5,264,75,7,0,12,1,1,1
951,33,333,40,11,0,3,10,1,1
952,81,158,65,44,1,9,27,0,0
953,30,295,30,10,1,7,5,0,1
954,90,281,80,6,1,9,2,0,1
955,95,294,25,20,0,9,17,0,0
956,30,322,50,30,0,9,18,0,1
957,59,114,100,14,0,2,7,0,1
958,12,356,60,13,1,7,6,0,0
959,70,318,20,5,1,7,0,1,0
960,70,206,55,9,0,7,3,1,1
961,112,193,25,16,1,5,14,1,0
962,35,317,90,19,0,10,1,0,1
963,70,276,20,9,1,10,4,1,1
964,41,126,40,9,1,3,4,1,0
965,84,321,40,10,1,7,7,1,1
966,70,192,60,23,1,9,15,0,0
967,12,269,50,7,0,11,4,0,1
968,9,328,75,32,0,5,11,0,1
969,112,349,40,17,0,4,6,0,0
970,54,367,30,8,0,5,6,0,0
971,51,146,50,3,1,7,0,0,0
972,84,349,60,15,0,10,0,1,1
973,70,317,40,9,1,9,3,0,0
974,38,215,70,14,0,8,3,0,0
975,28,344,80,10,0,5,0,1,1
976,54,126,35,14,0,10,5,0,1
977,30,356,40,7,0,8,5,0,0
978,77,129,40,23,0,8,16,0,1
979,60,139,30,18,0,4,9,0,0
980,41,190,20,9,1,3,8,0,0
981,53,353,40,7,0,6,6,0,0
982,39,88,45,14,0,9,3,0,1
983,72,364,90,26,0,10,16,0,1
984,72,130,60,12,0,6,9,0,0
985,105,251,95,1,0,11,0,0,1
986,41,224,50,11,1,5,2,1,1
987,72,158,30,13,0,11,4,0,0
988,70,193,25,4,1,3,3,1,1
989,58,290,99,18,0,8,10,0,1
990,40,153,50,6,1,12,1,1,1
991,57,184,75,23,1,8,18,0,1
992,111,120,60,12,0,8,7,0,1
993,72,238,150,22,1,6,17,0,0
994,24,292,40,5,0,10,2,0,0
995,80,219,40,32,0,7,22,0,0
996,80,224,175,26,1,13,9,1,0
997,24,349,50,8,1,11,7,0,1
998,76,127,40,2,1,4,0,0,1
999,49,369,150,14,0,8,6,0,0
1000,168,271,35,31,0,8,0,1,0
1001,90,327,30,24,0,5,16,1,1
1002,18,279,25,30,1,9,15,0,0
1003,66,155,60,21,0,6,8,0,1
1004,86,232,35,7,0,11,6,0,0
1005,84,325,50,24,0,7,5,0,1
1006,27,319,55,5,0,9,0,0,0
1007,112,139,32,12,1,5,2,0,0
1008,46,307,75,16,1,11,11,0,0
1009,70,87,40,8,0,3,5,0,1
1010,60,195,60,6,1,9,6,0,0
1011,42,140,35,9,0,9,7,0,0
1012,51,82,80,20,0,5,14,0,1
1013,17,284,50,15,0,8,0,0,1
1014,37,264,40,7,0,6,1,1,1
1015,25,89,40,7,0,3,5,1,1
1016,43,262,65,23,1,11,0,0,1
1017,77,286,30,13,0,6,3,0,0
1018,62,335,70,7,1,3,1,1,0
1019,70,170,40,8,1,5,8,1,0
1020,55,168,50,5,1,42,3,0,0
1021,112,324,49,20,0,7,7,0,0
1022,63,339,50,12,1,7,2,0,0
1023,78,268,45,11,0,6,1,0,0
1024,48,122,60,11,0,8,5,0,1
1025,12,222,75,12,0,4,7,0,1
1026,40,322,40,6,0,9,0,0,1
1027,105,93,80,28,0,2,15,0,1
1028,16,165,25,16,0,7,14,0,1
1029,112,321,140,24,0,11,15,0,0
1030,15,142,27,51,0,6,28,0,0
1031,26,344,60,28,0,10,9,0,1
1032,33,200,38,26,0,3,11,0,1
1033,61,364,35,29,0,5,10,0,0
1034,38,278,50,25,1,9,16,0,1
1035,47,121,45,18,0,7,3,0,0
1036,54,111,50,10,0,4,0,0,1
1037,84,211,65,8,1,8,3,0,0
1038,60,353,45,46,0,6,7,0,1
1039,27,232,45,18,0,3,0,0,1
1040,47,318,40,10,0,9,3,0,1
1041,67,328,55,20,1,9,6,1,1
1042,37,219,40,11,0,3,1,1,0
1043,113,322,35,8,0,9,6,0,0
1044,97,196,56,26,0,8,2,1,0
1045,78,256,52,18,0,8,14,0,1
1046,62,325,25,9,1,6,1,0,0
1047,49,194,60,7,1,8,7,0,0
1048,63,292,50,7,0,5,4,1,1
1049,105,218,49,6,1,7,6,0,0
1050,48,153,80,5,0,5,0,0,0
1051,41,226,27,23,0,7,14,0,1
1052,82,334,40,12,1,5,1,0,0
1053,42,175,80,10,1,7,10,0,1
1054,30,96,30,16,0,12,10,0,0
1055,98,102,50,18,1,10,10,0,1
1056,94,145,35,9,0,5,6,0,0
1057,22,332,30,15,0,7,12,0,0
1058,69,168,80,17,0,6,9,0,1
1059,84,321,50,21,0,9,12,1,0
1060,39,167,65,41,1,8,10,1,1
1061,108,303,90,1,0,12,0,0,1
1062,45,249,30,6,1,8,5,0,1
1063,112,152,35,6,1,7,4,0,0
1064,77,342,45,17,0,4,3,0,0
1065,39,242,60,8,1,9,0,0,0
1066,35,76,50,14,0,7,8,0,0
1067,40,218,40,19,1,6,12,0,0
1068,56,186,35,7,0,9,1,0,1
1069,31,361,48,31,0,4,14,0,1
1070,98,192,60,12,1,9,5,1,1
1071,98,152,135,10,1,7,5,0,1
1072,73,370,45,14,0,9,7,0,1
1073,17,204,60,8,1,12,4,0,1
1074,97,172,50,9,0,6,3,0,1
1075,29,155,40,4,1,7,3,0,0
1076,98,300,49,11,0,4,0,1,1
1077,45,363,20,17,0,6,4,0,1
1078,22,339,100,18,1,6,14,1,0
1079,93,350,40,17,0,7,6,0,1
1080,39,159,40,13,1,6,11,0,0
1081,84,317,40,4,0,8,1,1,1
1082,42,334,80,12,0,9,7,0,1
1083,32,163,30,12,1,2,5,0,0
1084,32,165,30,14,1,2,10,1,1
1085,112,276,50,11,1,8,5,0,0
1086,73,205,48,7,1,1,4,1,1
1087,45,339,44,18,0,9,3,0,1
1088,67,218,50,12,1,7,11,0,1
1089,76,219,40,6,0,9,1,0,0
1090,48,343,45,34,0,5,22,0,1
1091,84,211,65,8,1,8,3,0,0
1092,105,121,95,58,0,9,20,1,1
1093,53,358,63,6,0,7,3,1,0
1094,91,285,175,11,1,5,4,1,1
1095,24,231,90,9,0,6,7,0,1
1096,41,348,70,23,0,7,17,1,1
1097,70,247,40,14,1,7,7,0,0
1098,5,128,35,12,0,6,11,0,0
1099,91,147,50,5,0,7,0,0,1
1100,70,83,40,24,0,5,12,1,1
1101,102,367,50,11,0,11,11,1,0
1102,72,180,70,5,1,7,0,0,1
1103,36,328,50,7,0,9,0,0,1
1104,126,376,59,19,0,7,11,0,1
1105,55,354,25,9,0,8,5,0,0
1106,44,139,40,21,0,4,4,1,1
1107,84,335,49,58,0,7,0,0,0
1108,35,342,70,33,0,7,22,0,1
1109,60,343,45,36,0,10,24,1,0
1110,66,290,45,17,1,7,13,0,0
1111,57,71,55,14,0,5,12,0,1
1112,6,315,100,23,0,6,10,0,0
1113,59,114,100,14,0,2,7,0,1
1114,105,276,45,20,1,7,15,0,1
1115,51,84,45,8,0,4,7,1,0
1116,32,268,55,25,0,10,4,0,0
1117,17,168,200,23,0,8,13,0,1
1118,15,325,45,21,0,7,14,0,1
1119,48,312,35,6,0,6,1,0,1
1120,45,180,50,6,1,5,4,0,1
1121,40,114,30,14,0,9,6,0,0
1122,84,154,65,11,1,6,3,1,0
1123,49,369,150,14,0,8,6,0,0
1124,84,354,34,30,0,4,1,1,1
1125,58,130,35,36,0,4,18,0,1
1126,24,215,35,15,1,5,10,0,1
1127,25,73,50,21,0,8,15,0,0
1128,62,177,85,27,0,9,5,0,1
1129,105,197,36,9,0,12,9,1,1
1130,75,139,60,23,0,7,13,0,1
1131,66,288,35,7,1,5,1,0,1
1132,91,285,175,11,1,5,4,1,1
1133,57,348,50,9,0,9,4,1,0
1134,29,124,45,11,0,7,8,0,1
1135,80,98,42,9,0,3,2,0,0
1136,48,349,60,18,0,6,9,0,1
1137,60,376,60,11,1,9,3,0,1
1138,44,290,70,7,0,10,3,0,1
1139,67,227,25,10,1,9,7,0,1
1140,58,221,40,17,1,10,2,0,0
1141,105,348,60,47,1,5,32,1,0
1142,18,267,60,5,1,5,2,0,0
1143,51,266,40,12,1,9,10,0,1
1144,20,182,40,16,0,7,15,1,1
1145,11,144,45,7,0,7,1,0,1
1146,36,350,40,5,0,8,2,0,1
1147,52,356,50,9,0,7,3,0,0
1148,72,77,80,9,0,4,4,0,1
1149,91,175,38,6,1,8,2,0,0
1150,11,334,57,7,1,9,0,0,1
1151,19,345,40,28,0,7,18,0,0
1152,168,105,30,8,0,6,0,0,0
1153,112,252,35,16,1,7,9,0,0
1154,39,253,30,24,1,11,16,1,0
1155,77,186,50,4,0,5,1,0,1
1156,39,153,40,18,0,6,5,0,0
1157,69,291,34,22,0,10,1,0,1
1158,34,358,50,19,1,7,6,1,0
1159,18,122,85,15,1,10,13,0,1
1160,25,309,45,5,1,9,5,1,0
1161,168,269,45,9,1,4,9,0,0
1162,25,56,45,27,0,6,8,0,0
1163,57,177,50,13,1,9,3,0,1
1164,47,282,39,21,0,10,0,1,1
1165,26,328,25,9,1,8,2,1,0
1166,45,308,50,16,1,8,10,0,1
1167,51,352,30,16,1,9,3,1,1
1168,39,352,25,10,0,9,4,0,0
1169,56,159,50,21,1,6,2,0,1
1170,30,96,40,20,1,4,18,0,1
1171,140,349,35,56,0,9,0,0,1
1172,47,357,60,23,0,12,17,1,1
1173,98,202,20,5,1,11,1,1,1
1174,98,136,20,6,0,12,0,0,0
1175,25,123,38,15,0,6,4,0,1
1176,25,318,29,23,0,8,15,0,0
1177,119,207,150,14,0,5,4,1,1
1178,16,358,50,6,0,10,5,0,0
1179,63,352,35,57,1,8,25,0,0
1180,112,126,65,11,0,7,5,0,1
1181,65,337,150,26,0,10,1,0,1
1182,105,312,50,13,1,7,11,0,0
1183,30,82,40,12,0,3,9,0,1
1184,107,373,25,9,1,6,8,0,0
1185,13,268,45,9,0,9,7,0,1
1186,24,192,25,5,0,3,2,0,1
1187,39,355,40,12,0,9,5,1,1
1188,83,134,65,31,0,11,12,0,1
1189,126,302,50,27,0,12,0,0,1
1190,76,360,50,11,0,13,7,0,1
1191,85,199,70,9,0,3,7,0,0
1192,74,355,60,4,0,8,0,0,1
1193,112,354,300,17,0,10,2,0,0
1194,84,346,50,34,1,4,14,0,1
1195,27,147,35,25,0,5,21,0,0
1196,36,295,25,7,0,10,4,0,0
1197,72,364,60,9,0,5,0,0,0
1198,26,140,70,6,0,4,3,1,0
1199,122,280,60,32,0,9,13,0,0
1200,78,358,70,31,1,9,19,0,0
1201,105,336,55,8,0,7,0,0,1
1202,16,254,50,5,1,8,3,0,0
1203,7,176,125,9,0,6,0,1,1
1204,76,105,30,7,0,5,1,0,1
1205,83,202,80,20,0,7,3,1,1
1206,119,351,20,10,0,4,1,0,1
1207,8,66,75,16,0,6,6,0,0
1208,67,135,50,5,0,5,1,0,0
1209,80,98,90,37,0,10,12,0,1
1210,87,107,17,16,0,4,12,0,1
1211,91,171,50,26,0,5,22,0,1
1212,45,124,40,15,0,12,5,0,1
1213,70,346,30,13,0,9,13,1,0
1214,39,102,30,8,1,9,0,0,0
1215,94,165,23,15,1,4,4,0,0
1216,105,264,90,14,0,10,3,1,1
1217,44,125,125,9,0,6,3,0,1
1218,79,268,48,6,0,3,6,0,0
1219,47,111,40,12,0,11,7,1,1
1220,40,326,45,8,0,8,0,1,0
1221,99,327,85,20,0,11,4,0,1
1222,82,332,50,10,0,6,0,0,1
1223,45,204,65,15,1,11,5,1,0
1224,70,99,60,1,1,8,1,0,0
1225,44,263,30,21,0,7,12,0,0
1226,99,286,50,22,1,11,5,0,1
1227,66,216,38,16,0,8,8,0,1
1228,71,342,40,18,0,8,13,0,0
1229,84,339,25,39,0,8,1,1,1
1230,87,340,100,17,1,8,3,0,1
1231,5,279,50,13,0,10,1,0,0
1232,91,58,50,13,0,9,7,0,0
1233,98,157,60,13,1,7,11,1,1
1234,18,162,60,10,0,6,5,1,0
1235,70,325,150,27,0,5,12,0,1
1236,112,227,40,9,0,3,8,1,1
1237,37,204,175,16,0,9,4,0,0
1238,15,101,60,41,0,8,10,0,1
1239,168,366,30,12,0,9,9,0,0
1240,27,252,35,17,1,7,8,1,1
1241,91,374,30,9,1,8,4,0,0
1242,26,212,50,8,1,2,7,1,0
1243,38,338,88,16,0,11,0,0,1
1244,39,135,45,20,0,9,5,0,1
1245,51,273,50,10,0,4,0,0,1
1246,22,213,40,16,1,4,8,0,0
1247,108,209,15,5,1,4,2,0,0
1248,25,127,35,7,1,6,6,0,0
1249,44,191,50,7,0,4,4,0,0
1250,24,240,75,3,0,9,0,0,1
1251,70,216,35,15,0,9,5,0,0
1252,75,345,29,11,1,5,1,1,0
1253,105,99,35,19,1,4,16,1,1
1254,58,283,30,17,1,8,7,0,0
1255,52,117,50,34,0,11,13,0,1
1256,69,305,40,12,1,11,0,0,1
1257,63,370,23,6,0,10,3,0,0
1258,84,211,40,4,1,5,0,1,1
1259,65,325,100,16,0,3,8,1,1
1260,87,240,20,9,0,6,3,0,0
1261,30,273,25,6,1,6,4,0,1
1262,17,116,26,8,0,2,6,0,1
1263,60,337,60,5,1,10,0,0,1
1264,61,366,30,48,0,5,8,0,1
1265,26,358,40,5,1,8,2,0,1
1266,21,66,35,5,0,5,0,0,1
1267,25,56,45,27,0,6,8,0,0
1268,70,172,60,5,0,8,2,0,0
1269,76,133,54,11,0,4,4,1,1
1270,86,362,55,10,1,12,6,0,0
1271,54,248,60,8,0,3,4,1,1
1272,66,350,150,15,0,9,5,0,0
1273,39,317,45,21,0,8,4,0,1
1274,32,75,45,12,0,9,0,0,1
1275,72,318,50,11,0,8,2,1,0
1276,25,136,42,10,1,4,7,0,1
1277,58,55,25,7,0,1,6,0,1
1278,10,321,45,6,1,7,5,0,1
1279,112,329,60,26,0,8,0,0,0
1280,60,290,40,14,1,6,10,0,0
1281,105,167,50,11,1,10,1,0,1
1282,44,188,40,9,1,5,5,1,0
1283,52,359,75,31,0,11,5,1,1
1284,42,176,50,9,0,13,4,1,1
1285,87,337,95,30,1,7,5,1,0
1286,18,77,35,6,0,2,5,0,0
1287,98,180,40,8,0,8,4,0,0
1288,87,337,95,30,1,7,5,1,0
1289,64,152,80,8,0,6,1,0,0
1290,54,229,60,21,1,7,14,0,1
1291,84,208,65,19,0,10,6,1,0
1292,40,142,60,10,0,7,5,0,1
1293,35,201,80,21,0,10,0,1,1
1294,65,362,80,10,0,10,2,0,1
1295,45,324,55,41,0,8,9,1,0
1296,94,165,23,15,1,4,4,0,0
1297,84,122,100,14,0,9,13,1,1
1298,84,249,45,12,1,9,0,1,0
1299,112,107,80,16,0,10,11,0,1
1300,110,305,42,34,0,9,11,0,0
1301,81,228,45,16,0,5,1,0,0
1302,56,196,37,12,1,6,2,0,1
1303,85,118,45,12,0,4,0,0,0
1304,46,334,50,24,1,11,18,0,1
1305,34,40,80,13,0,9,0,1,0
1306,22,217,65,8,1,10,8,0,0
1307,57,288,50,21,0,9,10,0,0
1308,44,373,35,15,0,4,13,0,1
1309,36,235,75,23,1,11,10,0,1
1310,84,351,35,16,0,8,5,0,0
1311,68,305,30,9,0,5,4,0,0
1312,63,362,20,13,0,7,4,0,0
1313,61,176,54,20,0,4,15,0,1
1314,21,109,40,13,0,8,4,0,0
1315,112,319,90,18,0,13,4,0,1
1316,114,178,80,31,0,9,17,0,1
1317,20,222,90,13,0,3,11,0,0
1318,40,292,40,6,1,9,5,0,0
1319,22,277,45,7,1,7,0,0,1
1320,102,294,50,21,1,8,17,0,1
1321,72,358,50,18,0,9,6,1,0
1322,30,68,120,25,0,7,17,0,1
1323,61,267,70,13,1,5,11,0,1
1324,70,262,95,7,1,10,4,0,0
1325,49,282,45,33,0,13,8,0,1
1326,74,324,85,9,0,9,3,0,0
1327,70,122,35,7,0,7,4,0,1
1328,93,340,35,21,0,9,12,1,0
1329,98,209,40,16,0,8,7,0,0
1330,35,332,80,14,0,9,1,0,0
1331,22,241,60,48,0,9,33,1,1
1332,43,295,60,5,0,3,3,0,1
1333,57,106,40,14,1,8,13,0,1
1334,81,144,25,12,1,11,1,1,0
1335,60,174,100,7,1,5,4,0,0
1336,58,201,40,17,1,6,7,0,1
1337,98,344,70,16,1,7,11,0,0
1338,27,220,35,11,1,4,6,0,1
1339,63,212,40,4,1,7,2,0,0
1340,161,293,60,18,0,14,5,0,1
1341,31,306,45,9,0,9,1,0,0
1342,90,347,45,9,1,8,0,0,1
1343,30,154,40,7,0,6,5,0,0
1344,22,130,40,10,1,4,10,0,1
1345,168,355,80,18,1,4,13,0,1
1346,8,140,65,16,1,10,7,0,1
1347,31,212,40,23,0,6,19,0,0
1348,105,146,25,21,0,6,1,0,1
1349,33,363,28,9,0,4,5,0,1
1350,77,183,30,10,0,9,8,0,0
1351,70,282,45,4,1,4,1,0,1
1352,31,268,40,8,0,8,8,0,0
1353,26,168,45,11,0,4,2,0,0
1354,39,235,35,12,0,10,5,1,0
1355,55,110,40,10,0,7,0,0,0
1356,18,276,50,12,0,8,0,0,1
1357,98,171,45,25,1,9,10,0,1
1358,56,395,34,7,1,7,4,0,1
1359,83,177,45,24,0,5,11,0,1
1360,21,304,80,11,1,12,7,1,1
1361,84,285,75,35,1,2,19,0,1
1362,98,147,90,13,1,7,4,0,1
1363,70,275,75,14,1,8,12,0,1
1364,61,135,40,20,1,6,15,0,0
1365,22,238,35,10,1,12,2,0,1
1366,84,226,28,8,0,9,2,1,1
1367,40,351,40,20,0,9,14,0,0
1368,57,188,50,26,0,3,2,0,1
1369,28,207,70,21,1,11,10,0,1
1370,53,254,25,10,1,8,9,0,1
